ring_id,vertex_id,x,y
0,0,250,0
0,1,249.698864,12.266919
0,2,248.796182,24.504285
0,3,247.294127,36.682619
0,4,245.19632,48.772581
0,5,242.507813,60.745045
0,6,239.235084,72.571169
0,7,235.386016,84.222463
0,8,230.969883,95.670858
0,9,225.997323,106.888773
0,10,220.480316,117.849184
0,11,214.432153,128.525686
0,12,207.867403,138.892558
0,13,200.801883,148.924826
0,14,193.252613,158.598321
0,15,185.237781,167.889739
0,16,176.776695,176.776695
0,17,167.889739,185.237781
0,18,158.598321,193.252613
0,19,148.924826,200.801883
0,20,138.892558,207.867403
0,21,128.525686,214.432153
0,22,117.849184,220.480316
0,23,106.888773,225.997323
0,24,95.670858,230.969883
0,25,84.222463,235.386016
0,26,72.571169,239.235084
0,27,60.745045,242.507813
0,28,48.772581,245.19632
0,29,36.682619,247.294127
0,30,24.504285,248.796182
0,31,12.266919,249.698864
0,32,0,250
0,33,-12.266919,249.698864
0,34,-24.504285,248.796182
0,35,-36.682619,247.294127
0,36,-48.772581,245.19632
0,37,-60.745045,242.507813
0,38,-72.571169,239.235084
0,39,-84.222463,235.386016
0,40,-95.670858,230.969883
0,41,-106.888773,225.997323
0,42,-117.849184,220.480316
0,43,-128.525686,214.432153
0,44,-138.892558,207.867403
0,45,-148.924826,200.801883
0,46,-158.598321,193.252613
0,47,-167.889739,185.237781
0,48,-176.776695,176.776695
0,49,-185.237781,167.889739
0,50,-193.252613,158.598321
0,51,-200.801883,148.924826
0,52,-207.867403,138.892558
0,53,-214.432153,128.525686
0,54,-220.480316,117.849184
0,55,-225.997323,106.888773
0,56,-230.969883,95.670858
0,57,-235.386016,84.222463
0,58,-239.235084,72.571169
0,59,-242.507813,60.745045
0,60,-245.19632,48.772581
0,61,-247.294127,36.682619
0,62,-248.796182,24.504285
0,63,-249.698864,12.266919
0,64,-250,0
0,65,-249.698864,-12.266919
0,66,-248.796182,-24.504285
0,67,-247.294127,-36.682619
0,68,-245.19632,-48.772581
0,69,-242.507813,-60.745045
0,70,-239.235084,-72.571169
0,71,-235.386016,-84.222463
0,72,-230.969883,-95.670858
0,73,-225.997323,-106.888773
0,74,-220.480316,-117.849184
0,75,-214.432153,-128.525686
0,76,-207.867403,-138.892558
0,77,-200.801883,-148.924826
0,78,-193.252613,-158.598321
0,79,-185.237781,-167.889739
0,80,-176.776695,-176.776695
0,81,-167.889739,-185.237781
0,82,-158.598321,-193.252613
0,83,-148.924826,-200.801883
0,84,-138.892558,-207.867403
0,85,-128.525686,-214.432153
0,86,-117.849184,-220.480316
0,87,-106.888773,-225.997323
0,88,-95.670858,-230.969883
0,89,-84.222463,-235.386016
0,90,-72.571169,-239.235084
0,91,-60.745045,-242.507813
0,92,-48.772581,-245.19632
0,93,-36.682619,-247.294127
0,94,-24.504285,-248.796182
0,95,-12.266919,-249.698864
0,96,-0,-250
0,97,12.266919,-249.698864
0,98,24.504285,-248.796182
0,99,36.682619,-247.294127
0,100,48.772581,-245.19632
0,101,60.745045,-242.507813
0,102,72.571169,-239.235084
0,103,84.222463,-235.386016
0,104,95.670858,-230.969883
0,105,106.888773,-225.997323
0,106,117.849184,-220.480316
0,107,128.525686,-214.432153
0,108,138.892558,-207.867403
0,109,148.924826,-200.801883
0,110,158.598321,-193.252613
0,111,167.889739,-185.237781
0,112,176.776695,-176.776695
0,113,185.237781,-167.889739
0,114,193.252613,-158.598321
0,115,200.801883,-148.924826
0,116,207.867403,-138.892558
0,117,214.432153,-128.525686
0,118,220.480316,-117.849184
0,119,225.997323,-106.888773
0,120,230.969883,-95.670858
0,121,235.386016,-84.222463
0,122,239.235084,-72.571169
0,123,242.507813,-60.745045
0,124,245.19632,-48.772581
0,125,247.294127,-36.682619
0,126,248.796182,-24.504285
0,127,249.698864,-12.266919
Total signed area in input: 1.962707e+05
Total signed area in output: 1.962707e+05
Total areal displacement: 0.000000e+00
